text,sentiment,urgency,categories_vector,categories_str
The chatbot is useless and I can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
I returned the charger two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
there were visible sparks from the charger power cord. is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I returned the laptop two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Thanks for charging me twice and then telling me to wait 10 business days every time I contact support.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"It's a beautiful phone, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
There's a scratch on the side of the headphones I just received.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
the software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
my headphones overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
i'd like to request a refund for the monitor i returned last week.,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The headphones mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Decent performance, but the monitor gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My monitor was supposed to be here for a birthday tomorrow and it's delayed! I'm furious.,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I keep getting error code 502 on the laptop. No documentation explains it.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The packaging was excellent and very secure.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I returned the monitor two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
Is the keyboard waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I returned the laptop two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
What is your refund policy for digital products?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
You charged me twice for my monitor and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
Two-factor authentication is not sending me the code.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
You charged me twice for my laptop! I need a refund right now or I'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"the headphones works, but the build quality feels very cheap.!",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
the order confirmation email had the wrong items listed.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
i was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
It's amazing how this laptop doubles as a space heater. Too bad it won't boot up.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Account recovery was super smooth. Thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
How long does the battery last on the laptop?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
"I love the camera quality, but the battery on this laptop is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I've been locked out of my account for 3 days. I have orders pending!!,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
What a wonderful design: a phone that dies after an hour. Very minimalist.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"It's a beautiful smartwatch, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My refund request was denied without any explanation. This is unacceptable.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
bluetooth on the monitor stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Absolutely loved spending my entire lunch break listening to your hold music before the call disconnected.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Great sound quality, but the casing on the laptop melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Great sound quality, but the casing on the mouse melted while charging.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
FRAUD! I never purchased a monitor from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The mouse was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
you said 3-5 business days for the refund. it's been three weeks.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The FAQ section is hard to navigate.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
There were visible sparks from the tablet power cord. Is this normal?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is it possible to combine two orders for shipping?!,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
you shipped the item to my old address even though i updated it.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"The box had a small dent in it, though the item is fine.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The phone started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
Very impressed with the fast email response.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
FRAUD! I never purchased a tablet from you but there is a charge on my credit card.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
is it possible to combine two orders for shipping?!,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My package is two weeks late and every time I contact support they give me a different story.,negative,high,"[0, 1, 0, 1, 0, 0, 0, 0, 0]","shipping,customer_service"
Bluetooth on the smartwatch stopped pairing after the last update.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
account recovery was super smooth. thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"I love the camera quality, but the battery on this laptop is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My order was suddenly cancelled without any notification.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
My blender overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Thanks for delivering my package to the wrong house. My neighbors appreciate the free gift.,negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
Can I get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
The new firmware update fixed all my issues. Great work!,positive,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The battery on my mouse is visibly swelling. What should I do?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
the packaging was excellent and very secure.,positive,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Great job, support team! You managed to solve absolutely nothing.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The smartwatch crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The representative I spoke to was incredibly rude and hung up on me.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
i canceled my subscription months ago and you just billed me $100. refund immediately!,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I placed an order 3 hours ago and it still shows as pending.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
I can't remember my username. How do I recover it?!!,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
I returned the headphones two weeks ago and still haven't received a refund.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I returned the mouse two weeks ago and still haven't received a refund.,negative,high,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I haven't received my refund for the returned phone yet. It's been weeks.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
My mouse keeps crashing every time I open the app.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've emailed you five times this week with no response.!,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Great job, support team! You managed to solve absolutely nothing.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Bluetooth on the blender stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
my order arrived exactly as described and right on time. great experience!,positive,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
how long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
My phone overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I returned the smartwatch two weeks ago but got charged again instead of receiving a refund.,negative,high,"[1, 0, 0, 0, 0, 0, 1, 0, 0]","refund_request,billing"
Where can I download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Two-factor authentication is not sending me the code.!,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
My mouse tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
You charged me twice for my headphones and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
how do i view my order history?,neutral,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I was promised a discount but was charged the full amount.!!,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The chatbot is useless and I can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Is it possible to merge two accounts?,neutral,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
Thank you so much for the surprise hidden fees. Made my day.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"The laptop mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
There's a chemical smell coming from the headphones when it charges.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
account recovery was super smooth. thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The software keeps freezing every few hours.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The blender works, but the build quality feels very cheap.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
"The smartwatch mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
The software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Thank you so much for the surprise hidden fees. Made my day.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
account recovery was super smooth. thanks!,positive,low,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The tablet crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
You charged me twice for my monitor and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"The mouse works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
I just love getting billed twice for the same order. Such a generous company.,negative,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I heard a popping sound from the smartwatch and now it leaks a liquid.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
"I was promised a full refund but was charged again, and support keeps ignoring my emails.",negative,high,"[1, 0, 0, 1, 0, 0, 1, 0, 0]","billing,customer_service,refund_request"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"I love the camera quality, but the battery on this laptop is swelling and smells like chemicals.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
You charged me twice for my laptop and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"Works great overall, but there is a persistent electric burning smell from the keyboard.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
How do I update my credit card information?,neutral,low,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The blender started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"Great job, support team! You managed to solve absolutely nothing.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
the chatbot is useless and i can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"The monitor works fine mostly, except it literally sparked and caught fire when I plugged it in.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
my monitor overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
The monitor started smoking while charging. I'm scared to use it.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
What a wonderful design: a phone that dies after an hour. Very minimalist.,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
I love that the screen scratched on day one. Gives it that charming used aesthetic.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
My tablet tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
My order status has shown 'Processing' for 5 days. What is happening?,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
You charged me twice for my monitor! I need a refund right now or I'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The headphones crashes constantly and after the update the screen also has dead pixels.,negative,medium,"[0, 0, 1, 0, 1, 0, 0, 0, 0]","technical_support,product_quality"
my order was suddenly cancelled without any notification.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
You charged me twice for my laptop! I need a refund right now or I'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
My tablet tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
I'd like to request a refund for the smartwatch I returned last week.,negative,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
I can't access my account and I need to cancel an order urgently.,negative,high,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
The software update bricked my device completely.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
You charged me twice for my blender! I need a refund right now or I'm calling my bank.,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
I was transferred three times and had to repeat my issue every time.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
Is there a live chat option available?,neutral,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
bluetooth on the smartwatch stopped pairing after the last update.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
My order was suddenly cancelled without any notification.,negative,low,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
The battery on my tablet is visibly swelling. What should I do?!!,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
I've been on hold for three hours! Your support is nonexistent.,negative,high,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"It's a beautiful keyboard, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Bluetooth on the charger stopped pairing after the last update.,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
"Great job, support team! You managed to solve absolutely nothing.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The battery died after one hour of use and won't recharge. Totally defective.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
Really impressed that my next-day delivery took this long. You've invented time travel.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"The headphones mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"Oh sure, just leave the box in the pouring rain. Brilliant idea.",negative,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The password reset link you sent me has expired.,negative,medium,"[0, 0, 0, 0, 0, 1, 0, 0, 0]",account_access
"The laptop was fine for a month, then started leaking a brown liquid from the bottom.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
My monitor is delayed by several days. What is the status?!,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
"I really liked the design, until it overheated and scorched my desk.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
Where can I download the latest driver for my device?,neutral,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
Can I change the shipping address after the order is placed?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
My order was suddenly cancelled without any notification.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 0, 1]",order_status
tracking says my keyboard was delivered but it's not here! did someone steal it?,negative,high,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
I was promised a discount but was charged the full amount.,negative,medium,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
"Great job, support team! You managed to solve absolutely nothing.",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
How long does the refund process normally take?,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"The mouse mostly works, but the battery is clearly swelling and I smell something burning.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
there's a scratch on the side of the tablet i just received.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
It's slightly heavier than I expected.!!,negative,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
My tablet tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
You charged me twice for my smartwatch and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
Do you ship internationally?,neutral,low,"[0, 1, 0, 0, 0, 0, 0, 0, 0]",shipping
The battery died after one hour of use and won't recharge. Totally defective.,negative,high,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
You charged me twice for my smartwatch and when I called support I was put on hold for 2 hours.,negative,high,"[1, 0, 0, 1, 0, 0, 0, 0, 0]","billing,customer_service"
"Decent performance, but the monitor gets so hot it is uncomfortable to hold.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
"It's a beautiful smartwatch, but the glass shattered randomly and cut my hand.",negative,high,"[0, 0, 1, 0, 0, 0, 0, 1, 0]","product_quality,safety_issue"
can i get a refund to store credit instead of my original payment method?,negative,medium,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
"Oh, I just love waiting on hold for 3 hours to be hung up on. Fantastic service!",negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
It's amazing how this laptop doubles as a space heater. Too bad it won't boot up.,negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
The headphones started smoking while charging. I'm scared to use it.,negative,medium,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Absolutely loved spending my entire lunch break listening to your hold music before the call disconnected.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
my monitor overheated and got so hot it burned my hand.,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
My blender tracking hasn't updated in a week and the order still shows as processing.,negative,medium,"[0, 1, 0, 0, 0, 0, 0, 0, 1]","shipping,order_status"
The support article didn't quite answer my specific question.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
"The blender works like a beast, although the sparks coming out of the motor were a pretty exciting bonus feature.",negative,medium,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
How long does the refund process normally take?!,neutral,low,"[0, 0, 0, 0, 0, 0, 1, 0, 0]",refund_request
Absolutely loved spending my entire lunch break listening to your hold music before the call disconnected.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The battery on my charger is visibly swelling. What should I do?,negative,high,"[0, 0, 0, 0, 0, 0, 0, 1, 0]",safety_issue
Is the blender waterproof?,neutral,low,"[0, 0, 1, 0, 0, 0, 0, 0, 0]",product_quality
the faq section is hard to navigate.,negative,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
The chatbot is useless and I can't get past it to talk to a human.,negative,medium,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My charger keeps crashing every time I open the app.!!,negative,medium,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
The keyboard won't turn on after the latest firmware update.,negative,high,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I canceled my subscription months ago and you just billed me $100. Refund immediately!,negative,high,"[1, 0, 0, 0, 0, 0, 0, 0, 0]",billing
The agent who helped me was fantastic and resolved my issue immediately.,positive,low,"[0, 0, 0, 1, 0, 0, 0, 0, 0]",customer_service
My charger keeps crashing every time I open the app.,negative,low,"[0, 0, 0, 0, 1, 0, 0, 0, 0]",technical_support
I've been locked out of my account for 3 days and support hasn't responded to any of my messages.,negative,high,"[0, 0, 0, 1, 0, 1, 0, 0, 0]","account_access,customer_service"
